CODE,자재비 기준,노무비 기준,DESCRIPTION,SIZE,UNIT,Q'TY, MATERIAL COST ,, LABOR COST ,, EQUIPMENT COST ,, TOTAL  , REMARKS 
,,,,,,, UNIT , AMOUNT , UNIT , AMOUNT , UNIT , AMOUNT , AMOUNT ,
CVVSB12C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,12Cx2.5SQ,M,1,11362,11362,19709,19709,,,31071,3사
CVVSB15C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,15Cx2.5SQ,M,1,13554,13554,22629,22629,,,36183,3사
CVVSB20C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,20Cx2.5SQ,M,1,16954,16954,27009,27009,,,43963,3사
CVVSB25C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,25Cx2.5SQ,M,1,20888,20888,35768,35768,,,56656,3사
CVVSB30C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,30Cx2.5SQ,M,1,18106,18106,35768,35768,,,53874,3사
CVVSB40C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,40Cx2.5SQ,M,1,25483,25483,40878,40878,,,66361,3사
CVVSB50C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,50Cx2.5SQ,M,1,30293,30293,40878,40878,,,71171,3사
CVVAMS1P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,1Px1.5SQ,M,1,0,0,5109,5109,,,5109,3사
CVVAMS2P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,2Px1.5SQ,M,1,0,0,9489,9489,,,9489,3사
CVVAMS3P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,3Px1.5SQ,M,1,0,0,12774,12774,,,12774,3사
CVVAMS4P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,4Px1.5SQ,M,1,0,0,15329,15329,,,15329,3사
CVVAMS5P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,5Px1.5SQ,M,1,0,0,17519,17519,,,17519,3사
CVVAMS6P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,6Px1.5SQ,M,1,0,0,19709,19709,,,19709,3사
CVVAMS7P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,7Px1.5SQ,M,1,0,0,21534,21534,,,21534,3사
CVVAMS8P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,8Px1.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS9P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,9Px1.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS10P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,10Px1.5SQ,M,1,0,0,27009,27009,,,27009,3사
CVVAMS12P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,12Px1.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS15P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,15Px1.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS20P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,20Px1.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS30P1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,30Px1.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS1P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,1Px2.5SQ,M,1,0,0,5109,5109,,,5109,3사
CVVAMS2P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,2Px2.5SQ,M,1,0,0,9489,9489,,,9489,3사
CVVAMS3P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,3Px2.5SQ,M,1,0,0,12774,12774,,,12774,3사
CVVAMS4P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,4Px2.5SQ,M,1,0,0,15329,15329,,,15329,3사
CVVAMS5P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,5Px2.5SQ,M,1,0,0,17519,17519,,,17519,3사
CVVAMS6P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,6Px2.5SQ,M,1,0,0,19709,19709,,,19709,3사
CVVAMS7P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,7Px2.5SQ,M,1,0,0,21534,21534,,,21534,3사
CVVAMS8P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,8Px2.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS9P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,9Px2.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS10P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,10Px2.5SQ,M,1,0,0,27009,27009,,,27009,3사
CVVAMS12P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,12Px2.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS15P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,15Px2.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS20P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,20Px2.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS30P2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,30Px2.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS1T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,1Tx1.5SQ,M,1,0,0,6934,6934,,,6934,3사
CVVAMS2T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,2Tx1.5SQ,M,1,0,0,12774,12774,,,12774,3사
CVVAMS3T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,3Tx1.5SQ,M,1,0,0,17519,17519,,,17519,3사
CVVAMS4T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,4Tx1.5SQ,M,1,0,0,19709,19709,,,19709,3사
CVVAMS5T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,5Tx1.5SQ,M,1,0,0,22629,22629,,,22629,3사
CVVAMS6T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,6Tx1.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS7T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,7Tx1.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS8T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,8Tx1.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS9T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,9Tx1.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS10T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,10Tx1.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS12T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,12Tx1.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS15T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,15Tx1.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS20T1.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,20Tx1.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS1T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,1Tx2.5SQ,M,1,0,0,6934,6934,,,6934,3사
CVVAMS2T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,2Tx2.5SQ,M,1,0,0,12774,12774,,,12774,3사
CVVAMS3T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,3Tx2.5SQ,M,1,0,0,17519,17519,,,17519,3사
CVVAMS4T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,4Tx2.5SQ,M,1,0,0,19709,19709,,,19709,3사
CVVAMS5T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,5Tx2.5SQ,M,1,0,0,22629,22629,,,22629,3사
CVVAMS6T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,6Tx2.5SQ,M,1,0,0,26279,26279,,,26279,3사
CVVAMS7T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,7Tx2.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS8T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,8Tx2.5SQ,M,1,0,0,30658,30658,,,30658,3사
CVVAMS9T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,9Tx2.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS10T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,10Tx2.5SQ,M,1,0,0,35768,35768,,,35768,3사
CVVAMS12T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,12Tx2.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS15T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,15Tx2.5SQ,M,1,0,0,40878,40878,,,40878,3사
CVVAMS20T2.5,조사중,전5-13⑥,0.6/1KV TFR-CVV-AMS(I/C-AMS) CABLE,20Tx2.5SQ,M,1,0,0,40878,40878,,,40878,3사
KX1P1.5,조사중,전5-13,0.6/1KV FR-KX-G TYPE 온도보상도선,1Px1.5SQ,M,1,0,0,4258,4258,,,4258,
KX10P1.5,조사중,전5-13,0.6/1KV FR-KX-G TYPE 온도보상도선,10Px1.5SQ,M,1,0,0,22507,22507,,,22507,
GV4,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx4SQ,M,1,1019,1019,2463,2463,,,3482,3사
GV6,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx6SQ,M,1,1467,1467,2463,2463,,,3930,3사
GV10,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx10SQ,M,1,2410,2410,2463,2463,,,4873,3사
GV16,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx16SQ,M,1,3551,3551,2463,2463,,,6014,3사
GV25,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx25SQ,M,1,5193,5193,2463,2463,,,7656,3사
GV35,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx35SQ,M,1,7139,7139,2463,2463,,,9602,3사
GV50,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx50SQ,M,1,10031,10031,3284,3284,,,13315,3사
GV70,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx70SQ,M,1,14008,14008,3284,3284,,,17292,3사
GV95,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx 95SQ,M,1,18926,18926,3284,3284,,,22210,3사
GV120,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx120SQ,M,1,22527,22527,4515,4515,,,27042,3사
GV150,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx150SQ,M,1,28388,28388,4515,4515,,,32903,3사
GV185,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx185SQ,M,1,34959,34959,5747,5747,,,40706,3사
GV240,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx240SQ,M,1,44696,44696,5747,5747,,,50443,3사
GV300,조사단가평균,전3-38⑪,0.6/1KV TFR-GV WIRE,1Cx300SQ,M,1,55842,55842,6978,6978,,,62820,3사
BC50,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx50SQ,M,1,10817,10817,2189,2189,,,13006,3사
BC70,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx70SQ,M,1,14885,14885,2189,2189,,,17074,3사
BC95,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx95SQ,M,1,20664,20664,2189,2189,,,22853,3사
BC120,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx120SQ,M,1,26106,26106,3010,3010,,,29116,3사
BC150,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx150SQ,M,1,31807,31807,3010,3010,,,34817,3사
BC185,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx185SQ,M,1,42495,42495,3831,3831,,,46326,3사
BC240,조사단가평균,전3-38,BARE COPPER WIRE(WOA),1Cx240SQ,M,1,515360,515360,3831,3831,,,519191,3사
FOSM4C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,SM 4C,M,1,1050,1050,5376,5376,,,6426,
FOSM8C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,SM 8C,M,1,1155,1155,5376,5376,,,6531,
FOSM12C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,SM 12C,M,1,1260,1260,5376,5376,,,6636,
FOMM4C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,MM 4C,M,1,1365,1365,5376,5376,,,6741,
FOMM8C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,MM 8C,M,1,1380,1380,5376,5376,,,6756,
FOMM12C,조사단가평균,통4-1-3,FIBER OPTIC CABLE,MM 12C,M,1,2205,2205,5376,5376,,,7581,
HFIX1.5,조사단가평균,전5-10,450/750V HFIX WIRE,1.5SQ,M,1,378,378,2736,2736,,,3114,
HFIX2.5,조사단가평균,전5-10,450/750V HFIX WIRE,2.5SQ,M,1,601,601,2736,2736,,,3337,
HFIX4,조사단가평균,전5-10,450/750V HFIX WIRE,4SQ,M,1,890,890,2736,2736,,,3626,
HFIX6,조사단가평균,전5-10,450/750V HFIX WIRE,6SQ,M,1,1271,1271,2736,2736,,,4007,
UTPC5E4P,조사중,통4-3-1,UTP CABLE CAT.5E,4P,M,1,0,0,6630,6630,,,6630,
UTPC5E25P,조사중,통4-3-1,UTP CABLE CAT.5E,25P,M,1,0,0,10469,10469,,,10469,
UTPC5E50P,조사중,통4-3-1,UTP CABLE CAT.5E,50P,M,1,0,0,15267,15267,,,15267,
UTPC5E100P,조사중,통4-3-1,UTP CABLE CAT.5E,100P,M,1,0,0,21811,21811,,,21811,
UTPC64P,조사중,통4-3-1,UTP CABLE CAT.6,4P,M,1,0,0,6543,6543,,,6543,
STPC64P,조사중,통4-3-1,STP CABLE CAT.6,4P,M,1,0,0,6543,6543,,,6543,
CTB10,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,10/000㎟ 이하,M,1,0,0,49261,49261,,,49261,
CTB30,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,30/000㎟ 이하,M,1,0,0,62945,62945,,,62945,
CTB50,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,50/000㎟ 이하,M,1,0,0,82102,82102,,,82102,
CTB60,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,60/000㎟ 이하,M,1,0,0,98523,98523,,,98523,
CTB80,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,80/000㎟ 이하,M,1,0,0,131364,131364,,,131364,
CTB90,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,90/000㎟ 이하,M,1,0,0,147785,147785,,,147785,
CTB120,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,120/000㎟ 이하,M,1,0,0,197046,197046,,,197046,
CTB150,해당없음,전5-8,CABLE TRAY ST/EL/TEE/CROSS 설치,150/000㎟ 이하,M,1,0,0,246308,246308,,,246308,
CTC10,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,10/000㎟ 이하,M,1,0,0,9852,9852,,,9852,
CTC30,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,30/000㎟ 이하,M,1,0,0,12589,12589,,,12589,
CTC50,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,50/000㎟ 이하,M,1,0,0,16420,16420,,,16420,
CTC60,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,60/000㎟ 이하,M,1,0,0,19704,19704,,,19704,
CTC80,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,80/000㎟ 이하,M,1,0,0,26272,26272,,,26272,
CTC90,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,90/000㎟ 이하,M,1,0,0,29557,29557,,,29557,
CTC120,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,120/000㎟ 이하,M,1,0,0,39409,39409,,,39409,
CTC150,해당없음,전5-8⑦,CABLE TRAY COVER ST/EL/TEE/CROSS 설치,150/000㎟ 이하,M,1,0,0,49261,49261,,,49261,
CDB18,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,18㎠,M,1,0,0,41051,41051,,,41051,
CDB50,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,50㎠,M,1,0,0,54735,54735,,,54735,
CDB100,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,100㎠,M,1,0,0,82102,82102,,,82102,
CDB150,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,150㎠,M,1,0,0,109470,109470,,,109470,
CDB200,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,200㎠,M,1,0,0,123154,123154,,,123154,
CDB300,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,300㎠,M,1,0,0,136838,136838,,,136838,
CDB600,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,600㎠,M,1,0,0,164205,164205,,,164205,
CDB1000,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,1000㎠,M,1,0,0,410514,410514,,,410514,
CDB1800,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,1800㎠,M,1,0,0,547352,547352,,,547352,
CDB2800,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,2800㎠,M,1,0,0,684190,684190,,,684190,
CDB4000,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,4000㎠,M,1,0,0,821028,821028,,,821028,
CDB5400,해당없음,전5-7,CABLE DUCT ST/EL/TEE/CROSS 설치,5400㎠,M,1,0,0,1012601,1012601,,,1012601,
CDC18,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,18㎠,M,1,0,0,0,0,,,0,
CDC50,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,50㎠,M,1,0,0,0,0,,,0,
CDC100,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,100㎠,M,1,0,0,0,0,,,0,
CDC150,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,150㎠,M,1,0,0,0,0,,,0,
CDC200,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,200㎠,M,1,0,0,0,0,,,0,
CDC300,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,300㎠,M,1,0,0,0,0,,,0,
CDC600,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,600㎠,M,1,0,0,0,0,,,0,
CDC1000,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,1000㎠,M,1,0,0,0,0,,,0,
CDC1800,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,1800㎠,M,1,,,,,,,,
CDC2800,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,2800㎠,M,1,,,,,,,,
CDC4000,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,4000㎠,M,1,,,,,,,,
CDC5400,해당없음,보류중,CABLE DUCT COVER ST/EL/TEE/CROSS 설치,5400㎠,M,1,,,,,,,,
GR14,조사단가평균,전3-38,GROUND ROD ,14MMx1000L,EA,1,5780,5780,43869,43869,,,49649,
GR16,조사단가평균,전3-38,GROUND ROD ,16MMx1800L,EA,1,10200,10200,66157,66157,,,76357,
GR19,조사단가평균,전3-38,GROUND ROD ,19MMx2400L,EA,1,24360,24360,100095,100095,,,124455,
GRC,조사단가평균,전3-38,GROUND ROD CONNECTOR,U-BOLT TYPE,EA,1,6800,6800,7389,7389,,,14189,
CGR150,조사단가평균,전3-38,CARBON GROUND ROD,150x1000L,EA,1,460000,460000,153043,153043,,,613043,
CGR160,조사단가평균,전3-38,CARBON GROUND ROD,160x1000L,EA,1,500000,500000,243290,243290,,,743290,
CGR250,조사단가평균,전3-38,CARBON GROUND ROD,250x1000L,EA,1,750000,750000,333536,333536,,,1083536,
CGR260,조사단가평균,전3-38,CARBON GROUND ROD,260x1000L,EA,1,750000,750000,333536,333536,,,1083536,
CGP3001T,조사단가평균,전3-38,COPPER GROUND PLATE,300x300x1t,EA,1,27500,27500,90246,90246,,,117746,
CGP3001.5T,조사단가평균,전3-38,COPPER GROUND PLATE,300x300x1.5t,EA,1,39300,39300,90246,90246,,,129546,
CGP3002T,조사단가평균,전3-38,COPPER GROUND PLATE,300x300x2t,EA,1,52100,52100,90246,90246,,,142346,
CGP5001.5T,조사단가평균,전3-38,COPPER GROUND PLATE,500x500x1.5t,EA,1,97300,97300,153043,153043,,,250343,
CGP5002T,조사단가평균,전3-38,COPPER GROUND PLATE,500x500x2T,EA,1,126000,126000,153043,153043,,,279043,
CS16,조사단가평균,전3-38,C-TYPE SLEEVE,16SQ,EA,1,500,500,26546,26546,,,27046,
CS25,조사단가평균,전3-38,C-TYPE SLEEVE,25SQ,EA,1,850,850,26546,26546,,,27396,
CS35,조사단가평균,전3-38,C-TYPE SLEEVE,35SQ,EA,1,1710,1710,26546,26546,,,28256,
CS580,조사단가평균,전3-38,C-TYPE SLEEVE,50SQ,EA,1,2030,2030,26546,26546,,,28576,
CS70,조사단가평균,전3-38,C-TYPE SLEEVE,70SQ,EA,1,2370,2370,26546,26546,,,28916,
CS95,조사단가평균,전3-38,C-TYPE SLEEVE,95SQ,EA,1,3700,3700,26546,26546,,,30246,
CS120,조사단가평균,전3-38,C-TYPE SLEEVE,120SQ,EA,1,4220,4220,26546,26546,,,30766,
CS150,조사단가평균,전3-38,C-TYPE SLEEVE,150SQ,EA,1,4500,4500,26546,26546,,,31046,
CS185,조사단가평균,전3-38,C-TYPE SLEEVE,185SQ,EA,1,8060,8060,26546,26546,,,34606,
CS240,조사단가평균,전3-38,C-TYPE SLEEVE,240SQ,EA,1,9450,9450,26546,26546,,,35996,
CS300,조사단가평균,전3-38,C-TYPE SLEEVE,300SQ,EA,1,11700,11700,26546,26546,,,38246,
GTBS1,조사단가평균,전3-38,GROUND TEST BOX STEEL,1CCT,EA,1,55800,55800,180626,180626,,,236426,
GTBS2,조사단가평균,전3-38,GROUND TEST BOX STEEL,2CCT,EA,1,98000,98000,180626,180626,,,278626,
GTBS3,조사단가평균,전3-38,GROUND TEST BOX STEEL,3CCT,EA,1,100000,100000,180626,180626,,,280626,
GTBS4,조사단가평균,전3-38,GROUND TEST BOX STEEL,4CCT,EA,1,110000,110000,180626,180626,,,290626,
GTBS5,조사단가평균,전3-38,GROUND TEST BOX STEEL,5CCT,EA,1,115000,115000,180626,180626,,,295626,
GTBS6,조사단가평균,전3-38,GROUND TEST BOX STEEL,6CCT,EA,1,125000,125000,180626,180626,,,305626,
GTBS7,조사단가평균,전3-38,GROUND TEST BOX STEEL,7CCT,EA,1,135000,135000,180626,180626,,,315626,
GTBS8,조사단가평균,전3-38,GROUND TEST BOX STEEL,8CCT,EA,1,153000,153000,180626,180626,,,333626,
GTBS9,조사단가평균,전3-38,GROUND TEST BOX STEEL,9CCT,EA,1,180000,180000,180626,180626,,,360626,
GTBS10,조사단가평균,전3-38,GROUND TEST BOX STEEL,10CCT,EA,1,190000,190000,180626,180626,,,370626,
GTBSUS1,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,1CCT,EA,1,136800,136800,180626,180626,,,317426,
GTBSUS2,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,2CCT,EA,1,238500,238500,180626,180626,,,419126,
GTBSUS3,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,3CCT,EA,1,261000,261000,180626,180626,,,441626,
GTBSUS4,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,4CCT,EA,1,327600,327600,180626,180626,,,508226,
GTBSUS5,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,5CCT,EA,1,351000,351000,180626,180626,,,531626,
GTBSUS6,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,6CCT,EA,1,450000,450000,180626,180626,,,630626,
GTBSUS7,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,7CCT,EA,1,500000,500000,180626,180626,,,680626,
GTBSUS8,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,8CCT,EA,1,550000,550000,180626,180626,,,730626,
GTBSUS9,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,9CCT,EA,1,580000,580000,180626,180626,,,760626,
GTBSUS10,조사단가평균,전3-38,GROUND TEST BOX ALL SUS304,10CCT,EA,1,600000,600000,180626,180626,,,780626,
ATCU,조사단가평균,전5-42-1,AIR TERMINAL ROD (CU),485mm,EA,1,42000,42000,180626,180626,,,222626,
ATAPT,조사단가평균,전5-42-1,AIR TERMINAL ROD (APT),485mm,EA,1,30000,30000,180626,180626,,,210626,
AT주공,조사단가평균,전5-42-1,AIR TERMINAL ROD (주공용),485mm,EA,1,63000,63000,180626,180626,,,243626,
AT애자,조사단가평균,전5-42-1,AIR TERMINAL ROD (애자),485mm,EA,1,97000,97000,180626,180626,,,277626,
ATS3,조사단가평균,전5-42-1,AIR TERMINAL SUPPORT SUS304,H:3M,EA,1,300000,300000,180626,180626,,,480626,
ATS5,조사단가평균,전5-42-1,AIR TERMINAL SUPPORT SUS304,H:5M,EA,1,350000,350000,180626,180626,,,530626,
STAN500,납품업체단가,전6-2,PIPE STANCHION STEEL H.D.G,"2""X500L",EA,1,45000,45000,118196,118196,,,163196,
STAN1500,납품업체단가,전6-2,PIPE STANCHION STEEL H.D.G,"2""X1500L",EA,1,60000,60000,118196,118196,,,178196,
